date-time,headline,views,tags
2003-01-08 15:15:00,IDPs Protest in Front of Russian Embassy,0,
2003-01-08 16:47:00,President Threatens to Veto Draft Laws,0,
2003-01-08 18:40:00,Foreign Minister Downplays Reopening of Railway Between Russia and Abkhazia,1,
2003-01-08 21:51:00,Badri Zarandia Shot Dead,48,
2003-01-08 23:28:00,Major Birds in the Air,1,
2003-01-09 10:57:00,Russian Envoy Proposes to Convene Georgian-Abkhaz Meeting,0,
2003-01-09 15:42:00,Murder of Zarandia Might Be Linked to Arms Smuggling – Officials Say,4,
2003-01-09 17:23:00,Russia to Reinforce Abkhaz Section of Border,0,
2003-01-09 18:14:00,Opposition Wants Increased Expenditures in 2003 Draft Budget,1,
2003-01-10 11:19:00,National Security Council’s Authority Expends,0,
2003-01-10 12:12:00,President Meets Russian Ambassador,0,
2003-01-10 14:18:00,"MPs, Government Discuss Increase of Salaries to Subsistence Level",0,
2003-01-10 17:48:00,Russian Deputy Security Chief in Georgia,0,
2003-01-10 18:09:00,"Security Officials, Parliamentary Committee Discussed Abkhazian Issue",0,
2003-01-11 12:05:00,Georgia Calls Russia to Resume Talks on Framework Agreement,2,
2003-01-11 13:11:00,"NGOs, State Minister Discuss Reforms in Election System",0,
2003-01-11 14:39:00,National Security Council Discussed Abkhazian Issue,0,
2003-01-13 11:55:00,President Tries to Defuse Tensions with Parliament,0,
2003-01-13 12:19:00,Georgia Denies Links Between London Poison Case and Pankisi,0,
2003-01-13 12:19:00,"Nino Burjanadze, Waiting",1,
2003-01-13 12:22:00,Georgia Denies Links Between London Poison Case and Pankisi Gorge,1,
2003-01-13 12:31:00,Stakes Climb in Georgian Budget Rift,2,
2003-01-13 12:47:00,Shevardnadze Urges MPs to Adopt Budget,0,
2003-01-13 13:05:00,Election Commission’s Painful Departure,1,
2003-01-13 13:38:00,Georgia Probes Report on Alleged Repairing of Iranian SU-25,1,
2003-01-13 15:11:00,Shevardnadze  Refuses to Prolong the Peacekeepers’ Mandate,0,
2003-01-14 11:50:00,Georgian Transport Minister to Discuss Abkhaz Railway Issue in Moscow,0,
2003-01-14 13:24:00,"Georgian, Russian Foreign Ministers Discussed Situation in Abkhazia",0,
2003-01-14 20:19:00,Two Blasts in Russia Cut Off Gas Supply to Georgia,2,
2003-01-14 21:19:00,Pipes for BTC Shipped to Georgia,1,
2003-01-14 21:58:00,London Poison Case Might be Linked to Pankisi – Security Ministry,1,
2003-01-15 10:45:00,Russian Officials Says Private Firm Reopened Railway with Abkhazia,2,
2003-01-15 11:05:00,Census in Breakaway Abkhazia,0,
2003-01-15 11:45:00,A Matter of Money,0,
2003-01-15 11:58:00,Civil Activists Discuss Elaboration of the Code of Ethics,2,
2003-01-15 13:40:00,Ex-State Minister May Join the New Rights,2,
2003-01-15 13:48:00,Landslide Inflicts Serious Damage,0,
2003-01-15 15:54:00,MoD Fails Conscription,0,
2003-01-15 18:01:00,Opposition Wants to Implement Parliamentary Decision on Peacekeepers’ Pull Out,0,
2003-01-16 10:26:00,Interior Minister Wants to Expend Anti-Crime Operation,0,
2003-01-16 12:18:00,Parliamentary Committees Discuss Draft Budget,0,
2003-01-16 16:50:00,Human Rights Watch Report Criticizes Georgian Authorities,4,
2003-01-16 18:15:00,Hunger Strike at Russian Embassy,3,
2003-01-17 00:33:00,Parliament to Discuss Draft Budget,0,
2003-01-17 01:04:00,Iran Denies Presence of Georgian Nuclear Experts,0,
2003-01-17 11:47:00,Opposition Wants to Postpone Discussion of Draft Budget,0,
2003-01-17 11:48:00,MPs Concerned Over Kidnapped Georgian Sailors in Somalia,0,
2003-01-17 12:33:00,Parliament Rejects to Discuss Proposal on Minimal Salary,0,
2003-01-17 17:25:00,Georgia Pushes Issue of Granting Russian Citizenship in Abkhazia at CoE,1,
2003-01-17 18:12:00,Approval of New MP’s Credential  Causes NGO’s Protest,1,
2003-01-17 18:33:00,US Military Buildup in the Middle East Reverberates in Georgia,0,
2003-01-17 23:41:00,Parliament Approves the 2003 Budget,7,
2003-01-18 11:45:00,Georgian Minister Fails to Convince Moscow on Closure of Railway with Abkhazia,2,
2003-01-18 12:26:00,Supreme Court Cancels Rustavi By-Election Results,0,
2003-01-18 12:42:00,Pipeline Damage in Russia Cuts off Gas Supply to Georgia,1,
2003-01-18 13:12:00,Supreme Court Cancels Rustavi By-Election Results,2,
2003-01-18 17:26:00,Parliament Discusses Situation in Abkhazia,0,
2003-01-18 18:57:00,MPs Say Russia Annexes Abkhazia,1,
2003-01-20 01:12:00,Georgian Parliamentary Delegation in Moscow,0,
2003-01-20 01:20:00,Commandos Graduate from Turkish-Georgian Program,3,
2003-01-20 11:08:00,"Week in Review: Train-spotting, and other poisonous substances",0,
2003-01-20 12:42:00,Deliberate Damage of Pipe Caused Minor Spill of Oil,0,
2003-01-20 13:54:00,Security Ministry Unveils Classified Details on Pankisi,7,
2003-01-20 14:21:00,Security Ministry Unveils Classified Details on Pankisi,1,
2003-01-20 17:07:00,Shevardnadze to Push Abkhaz Issue at Meeting with Putin,0,
2003-01-20 18:22:00,Two Georgians Released in Abkhazia,0,
2003-01-21 10:21:00,Shevardnadze Backtracks Over Russian Peacekeepers Issue,7,
2003-01-21 12:54:00,Georgian Speaker Meets Russian Security Chief,0,
2003-01-21 16:46:00,FBI Office to Open in Tbilisi,8,
2003-01-21 18:11:00,Protesters Met Russian Ambassador,1,
2003-01-21 18:28:00,Russian Senators Want to Create Joint Commission Over Abkhazia,0,
2003-01-21 23:58:00,Broad Opposition Alliance Proposed,1,
2003-01-22 11:00:00,"Georgian Security Chief Visits Japan, US",0,
2003-01-22 11:36:00,Georgian Healthcare System: Quest for the Cure,1,
2003-01-22 13:16:00,Pipes for Construction of Georgian Section of BTC Shipped in Batumi,1,
2003-01-22 15:32:00,Russia Urges Georgia to Prolong Peacekeepers’ Mandate,0,
2003-01-22 15:43:00,IDPs Protest in Front of Parliament,0,
2003-01-22 18:20:00,"Georgian, Russian MPs to Create Joint Commission",0,
2003-01-23 10:54:00,Burjanadze Wants Change of Peacekeepers’ Mandate,0,
2003-01-23 14:07:00,Russia Anticipates Activation of Chechen Fighters in Pankisi in Spring,0,
2003-01-23 15:24:00,Zhvania Calls for Long-Term Opposition Coalition,1,
2003-01-23 17:26:00,Putin Urges Gazprom to Resume Gas Supply to Georgia,0,
2003-01-23 18:02:00,CSO Wins the Court Case,2,
2003-01-23 23:55:00,Burjanadze Satisfied by Visit in Russia,0,
2003-01-24 12:04:00,Revival Without Faction in Tbilisi Council,1,
2003-01-24 13:12:00,US Deputy State Secretary Talks on Pankisi Problem,1,
2003-01-24 15:04:00,Russia Offers Reopening of the Russia-Georgia-Armenia Railway,1,
2003-01-24 15:37:00,Heartwarming Putin,2,
2003-01-24 17:50:00,Security Council Discussed Abkhazian Issue,1,
2003-01-24 18:17:00,Radical Orthodox Faction Raided Baptists,3,
2003-01-24 18:27:00,Gas Supply from Russia Resumes,1,
2003-01-24 18:36:00,"Georgia’s Former Lobbyist in Congress Supports Tbilisi Over Abkhazia, Pankisi",6,
2003-01-25 12:57:00,"State Minister Visited Israel, Turkey",2,
2003-01-25 13:53:00,Putin Calls for Russo-Georgian Partnership,1,
2003-01-25 18:24:00,Riot at Prison Injures Three Law Enforcers,0,
2003-01-27 10:25:00,"Georgia to Prolong Peacekeepers’ Mandate, Poses Conditions",1,
2003-01-27 11:40:00,Prison Riot Leaves up to 60 Inmates Injured,0,
2003-01-27 13:25:00,Gas Supply Resumes to Tbilisi,1,
2003-01-27 14:46:00,"Religious Minorities, NGOs Call Authorities to Curb Radical Orthodox Group’s Activity",3,
2003-01-27 17:12:00,Russia Welcomes Expansion of OSCE Border Monitoring Mission in Georgia,0,
2003-01-27 17:59:00,World Bank Official Visits Georgia,0,
2003-01-27 18:41:00,PACE Discusses Situation in Pankisi,2,
2003-01-28 10:43:00,Shevardnadze at CIS Informal Summit,1,
2003-01-28 11:14:00,"U.S. Supports Caucasian, Central Asian States in Anti-Crime Efforts",1,
2003-01-28 11:31:00,Parliamentary Special Session Continues Discussion of 2003 Budget,0,
2003-01-28 16:01:00,Zurab Zhvania Speaks to the Readers of Civil Georgia,8,
2003-01-28 16:14:00,Putin-Shevardnadze Meeting to Decide Russian Peacekeepers’ Issue,0,
2003-01-28 17:15:00,Would the Law Speak?,7,
2003-01-28 18:04:00,CUG Candidate to Chair the Human Rights Committee,1,
2003-01-28 21:06:00,"Shevardnadze, Putin Reach Agreements on Abkhazia",3,
2003-01-29 10:53:00,"Train Derails in West Georgia, Causing Oil Spill",1,
2003-01-29 11:38:00,Civil Activists Say the Law Abridges the Right to Assembly,1,
2003-01-29 12:39:00,Shevardnadze Meets US Envoy for Eurasian Conflicts,1,
2003-01-29 15:42:00,Moscow Mayor Visits Batumi,1,
2003-01-29 16:18:00,Experts Assess Impact of Oil Leak in Western Georgia,0,
2003-01-29 17:36:00,Revival Parliamentary Faction Proposes to Create Free Trade Areas,1,
2003-01-29 18:09:00,Putin Says Russia Ready to Pull Out its Peacekeepers from Abkhazia,2,
2003-01-29 18:34:00,Court Cancels 12-Hour Limit on Primary Detention of Suspects,0,
2003-01-30 10:13:00,Putin Offers to Reopen Russia-Georgia-Armenia Railway,3,
2003-01-30 10:51:00,Ukrainian Defense Chief Visits Georgia,0,
2003-01-30 10:58:00,Georgian Energy Minister Discusses Transit of Russian Electricity to Turkey,4,
2003-01-30 12:34:00,Nino Burjanadze: Normalization with Russia Number One Priority,7,
2003-01-30 13:45:00,Opposition Leaders Seek Elusive Accord in Georgia,2,
2003-01-30 14:10:00,Lack of Funding Hinders Data Processing of Census Results,0,
2003-01-30 14:48:00,Foreign Minister Reports MPs on CIS Summit,2,
2003-01-30 15:08:00,OSCE to Destroy Surplus Explosives in Georgia,1,
2003-01-30 17:26:00,Alleged Chechen Militants’ Trail Postponed,0,
2003-01-31 00:51:00,"Shevardnadze, Russian Envoy Discussed Abkhazian Issue",1,
2003-01-31 11:02:00,Breakaway South Ossetian Forces on High Alert,1,
2003-01-31 11:37:00,Georgians in US Hold Protest Rally Against Russia’s Moves in Abkhazia,0,
2003-01-31 14:51:00,"Abkhaz De Facto Authorities Say Railway Link Operates, Peacekeepers Should Stay",0,
2003-01-31 18:48:00,Georgian Envoy Calls for Effective UN Peacekeeping Operation in Abkhazia,0,
2003-01-31 18:56:00,Georgian Envoy’s Message to the UN Security Council,0,
2003-02-01 12:15:00,"US, Georgian Orthodox Church Call Authorities to Curb Religious Violence",3,
2003-02-01 15:24:00,Georgian Envoy’s Message to the UN Security Council,3,
2003-02-01 15:29:00,Abkhaz Side Ready to Start Talks on Return of IDPs in Gali District,1,
2003-02-01 17:29:00,New Phase of US-Funded Military Program Launched,0,
2003-02-03 10:17:00,Azerbaijan Ready to Consider Sending Peacekeepers to Abkhazia,1,
2003-02-03 11:36:00,National Guard Composed with Local Population to Protect Border with Russia,0,
2003-02-03 12:03:00,Second Georgian Battalion Starts U.S.-led Training,0,
2003-02-03 14:47:00,"Russia, Georgia Negotiate on Expansion of Peacekeepers Mandate",2,
2003-02-03 15:13:00,Opposition New Rights Party Attacked,0,
2003-02-03 15:59:00,Tbilisi Offers to Create Joint Abkhaz-Georgian Administration in Gali District,0,
2003-02-03 16:49:00,AES-Telasi Dismisses Shevardnadze’s Accusation,3,
2003-02-03 18:26:00,Shevardnadze Calls UN for Decisive Measures to Solve Conflict in Abkhazia,0,
2003-02-03 18:37:00,Opposition Leaders Call Authorities to Curb Violence,0,
2003-02-03 22:57:00,City Council Chairman Says Militant Groups Prepare to Thwart the Elections,2,
2003-02-04 00:02:00,Chief Executive Denies “Borjomi” Sale Deal,9,
2003-02-04 10:21:00,Georgia Supports US War Against Iraq,1,
2003-02-04 11:08:00,Relative of Abkhaz de facto President Shot Dead in Moscow,1,
2003-02-04 12:59:00,Georgia Accuses Russia of Deploying Weapons in South Ossetia,5,
2003-02-04 14:40:00,Russian Energy Giant Prepares to Obtain Georgian Chemical Factory,1,
2003-02-04 15:14:00,Soldier-on-the-Run Shot Dead,0,
2003-02-04 17:13:00,US Concerned Over Presence of Heavy Weapons in South Ossetia,2,
2003-02-04 17:30:00,"Week in Review: Look, the World is Passing By",0,
2003-02-05 10:49:00,Russia Says Peacekeepers’ Issue to be Decided with the Abkhaz Participation,0,
2003-02-05 13:55:00,Opposition Parties Hold Consultations,0,
2003-02-05 14:20:00,Concerns Raised Over Possible Flare-up of Violence in Tskhinvali,5,
2003-02-05 15:34:00,President’s Envoy for Ossetian Conflict Meets North Ossetian President,2,
2003-02-05 16:01:00,"Russian Ambassador, Head of Abkhaz Government in Exile Held Talks",0,
2003-02-05 17:40:00,US Embassy Condemns Attack on New Rights,0,
2003-02-05 18:16:00,President Wants to Probe Source of Rumor on Alleged Coup Attempt,1,
2003-02-05 20:42:00,Powell Says Al-Zaqawi Terrorist Network Members Operated in Pankisi,2,
2003-02-06 11:27:00,Interior Minister Says Allegations on Coup Attempt Absurd,1,
2003-02-06 12:16:00,Abkhazia Situation Fragile,3,
2003-02-06 12:47:00,Tbilisi Residents Unite to Tackle Waste Management,1,
2003-02-06 15:15:00,President Wants Law Enforcers to “Clean-out Pankisi Before Spring”,1,
2003-02-06 15:19:00,"Georgia, Russia Hold Talks on Peacekeepers’ Mandate",0,
2003-02-06 18:09:00,Court Sentenced Attacker Suspect on New Rights Office with Preliminary Detention,0,
2003-02-07 00:23:00,"Russia Urges US to List Militant Groups in Chechnya, Pankisi as Terrorists",0,
2003-02-07 00:27:00,Alleged Member of Plot Waives Parliamentary Immunity,1,
2003-02-07 01:02:00,Georgia Calls Foreigners to Avoid Buying Property in Breakaway Abkhazia,1,
2003-02-07 10:52:00,Bush Lists Georgia Among Targets of Terrorists,1,
2003-02-07 13:49:00,GUUAM Border Guard Commanders Meet in Tbilisi,0,
2003-02-07 17:31:00,Russia Refuses Deploying Weapons in Georgia’s Breakaway Region,5,
2003-02-07 18:52:00,Limited Electricity Supply for Tbilisi Caused with AES-Telasi’s Low Income,15,
2003-02-08 11:52:00,US Concerned with Violation of Georgians Rights in Gali,0,
2003-02-08 13:04:00,Caucasian Speakers Meet in Russia,0,
2003-02-08 16:49:00,Tbilisi City Council Chairman Urges US to Assist Georgian Energy System,1,
2003-02-08 17:21:00,"Russia Says Deadly Poison Traced to Chechnya, Pankisi",0,
2003-02-10 10:34:00,Russian Minister Says Pankisi Still Shelters Terrorists,0,
2003-02-10 10:36:00,Russian Minister Says Pankisi Still Shelters Terrorists,0,
2003-02-10 10:40:00,Opposition Alliance Speaks Against Violence,1,
2003-02-10 12:15:00,Georgia Reiterates Support Towards US War Against Iraq,3,
2003-02-10 14:04:00,No Clarity Regarding CIS Peacekeepers Mandate after Moscow Talks,0,
2003-02-10 15:00:00,Shevardnadze Calls Russia to “Take Care of Chechnya rather than Pankisi”,1,
2003-02-10 17:49:00,Experts Report Budgetary Shortfall in January,0,
2003-02-10 18:41:00,US Official Meets Georgian President,0,
2003-02-10 21:48:00,Special Commission to Work on Election Code,0,
2003-02-11 10:35:00,“Georgia’s Key Security Concerns: Pankisi and Abkhazia”,16,
2003-02-11 12:38:00,US Supports Georgia’s Efforts to Disband Russian Military Bases,0,
2003-02-11 13:23:00,Turkish Foreign Minister’s Visit Postponed,2,
2003-02-11 13:24:00,"US, Georgia Signed Non-Extradition Pact",0,
2003-02-11 14:19:00,"Tbilisi would have Electricity, for the Time Being…",1,
2003-02-11 14:32:00,Abkhaz Government in Exile Accused in Backing Illegal Armed Group,0,
2003-02-11 16:32:00,A Coup for Who?,3,
2003-02-11 17:44:00,Zurab Zhvania Speaks to the Readers of Civil Georgia,5,
2003-02-11 18:15:00,Russia Wants Additional Evidences on Anticipated Chechen Militants’ Incursion,0,
2003-02-12 10:57:00,Residents of Mountainous Region form Unit to Protect Border with Russia,1,
2003-02-12 11:38:00,CoE Delegation Evaluates Implementation of Georgia’s Commitments,1,
2003-02-12 13:41:00,Security Minister Admits Presence of Illegal Armed Groups,0,
2003-02-12 16:56:00,Security Chief Vows to Restore Order in Pankisi,0,
2003-02-12 17:51:00,Minister Says Attack on New Rights Office Caused by the Disagreement within Party,0,
2003-02-12 17:57:00,A Race for the New Election Code,0,
2003-02-12 18:56:00,Sub-commission Starts Work on Election Reforms,3,
2003-02-13 09:59:00,12-year-old Boy Abducted in Western Georgia,1,
2003-02-13 12:46:00,Shevardnadze Offered US to Use Georgian Air Fields?,2,
2003-02-13 14:32:00,Georgian Security Chief Held Talks in Ukraine,0,
2003-02-13 16:23:00,Independent Radio Silenced in Kutaisi,0,
2003-02-13 17:17:00,Georgia Wants to Transmit Governing Shares of Aircraft Factory,0,
2003-02-13 18:53:00,CoE Delegation Held Talks with MPs,1,
2003-02-13 19:17:00,Russia Says Peacekeepers Attacked in West Georgia,0,
2003-02-14 10:40:00,"US for Extension of Peacekeepers’ Mandate, Calls Russia to Refrain from Unilateral Moves in Abkhazia",0,
2003-02-14 12:19:00,Jorbenadze Calls Society not to Pay Attention to Rumors on Alleged Coup Attempt,0,
2003-02-14 12:33:00,"Bush Says al Qaeda Leaders Plotted Against European States, Including Georgia",0,
2003-02-14 16:29:00,Saakashvili Called Shevardnadze for Resignation,15,
2003-02-14 17:24:00,Shevardnadze Says Use of Georgian Military Bases by US not in Agenda,0,
2003-02-14 18:38:00,Explosion at IDPs Rally in Abkhaz Conflict Zone,0,
2003-02-15 11:30:00,CoE Calls Georgia to Fulfill Commitments Otherwise Threatens with Expelling,2,
2003-02-15 12:05:00,Opposition Leaders Interrogated on Alleged Coup Attempt,1,
2003-02-15 12:59:00,"Militants in Pankisi Delivered Arms from Russian Military Bases, Breakaway Regions",1,
2003-02-16 01:36:00,Shevardnadze to Prolong Russian Peacekeepers’ Mandate,0,
2003-02-17 10:33:00,Council of Europe Talks Tough with Georgia,2,
2003-02-17 18:12:00,"Georgia, Russia Renew Talks on Military Bases",1,
2003-02-17 19:06:00,National Security Council Discusses Russian Peacekeepers’ Mandate,0,
2003-02-17 21:09:00,Radioactive Source Lost from Vaziani Military Base,4,
2003-02-17 22:51:00,Russian Peacekeepers’ Mandate Prolonged,1,
2003-02-18 10:43:00,Georgian Foreign Minister on Talks in Moscow,1,
2003-02-18 11:55:00,Tbilisi Aircraft Factory Looks for Private Management,4,
2003-02-18 12:15:00,"Azerbaijani, Georgian, Turkish Presidents to Discuss Gas Pipeline Project",3,
2003-02-18 17:09:00,State Minister Vows to Curb Religious Violence,3,
2003-02-18 17:16:00,Russia not Aware of Granting Russian Citizenship in Abkhazia,0,
2003-02-18 18:15:00,Kidnapped 12-year-old Boy Released,1,
2003-02-19 10:19:00,Security Employee Shot Dead in Tbilisi,1,
2003-02-19 10:53:00,Parliamentary Chairperson to Push Abkhaz Issue at OSCE,0,
2003-02-19 13:04:00,Security Ministry Threatens Civil Liberties,1,
2003-02-19 13:40:00,NGOs Say Security Ministry’s Draft Law Threatens Civil Liberties,0,
2003-02-19 15:09:00,"Putin, Shevardnadze Discussed Abkhazian Issue",2,
2003-02-19 15:34:00,National Movement Urges for Opposition Alliance,0,
2003-02-19 17:28:00,Flu Shuts Down Schools in Tbilisi,2,
2003-02-19 18:41:00,US Envoy met IDPs from Abkhazia,1,
2003-02-20 10:39:00,Hard Talks in Moscow,1,
2003-02-20 11:04:00,State Presents its Apologies to the Religious Minorities,5,
2003-02-20 11:29:00,Labor Party Rejects National Movement’s Offer of Election Alliance,1,
2003-02-20 12:08:00,Radioactive Material Gone Missing from Vaziani Base,3,
2003-02-20 14:12:00,US Defense Official in Georgia,0,
2003-02-20 16:13:00,Policeman Suspected in Murder of Security Employee,0,
2003-02-20 17:13:00,Breakaway Abkhazia Wants to Take Over Gudauta Base After Russians’ Withdrawal,0,
2003-02-20 18:47:00,Law Enforcers Criticized in Public Defender’s Report,0,
2003-02-21 10:51:00,Friends of Georgia Discussed Abkhaz Issue,0,
2003-02-21 13:33:00,Abkhaz Side Released Detained Georgian,0,
2003-02-21 14:32:00,Council of Europe Talks Tough with Georgia,0,
2003-02-21 14:35:00,A Race for the New Election Code,0,
2003-02-21 15:06:00,"IMF, State Minister Concerned Over Reduction of Electricity Fee",0,
2003-02-21 16:45:00,"The New Rights Stand for Tax Liberalization, pro-US Policy, Against Political Violence",1,
2003-02-21 17:34:00,Georgia Offers Russia to Disband Military Bases Step-by-Step,0,
2003-02-21 18:27:00,Police Shot Dead Criminal in Western Georgia,0,
2003-02-22 17:27:00,Most of Districts in Tbilisi Blacked Out,3,
2003-02-24 10:49:00,EU MPs Pay Fact-Finding Visit to Georgia,1,
2003-02-24 12:29:00,"Georgia, Russia Find No Compromise on Military Issues",3,
2003-02-24 13:15:00,Shevardnadze Concerned Over Rising Crime,0,
2003-02-24 13:38:00,President Hails New Phase of Anti-Crime Operation in Pankisi,0,
2003-02-24 15:53:00,Georgia Reinforces Border with Russia,2,
2003-02-24 16:47:00,Shevardnadze Unhappy with Untimely Discussion of Free Trade Zone in CIS,1,
2003-02-24 18:56:00,Shevardnadze Calls for Creation of Two Chamber Parliament,1,
2003-02-24 21:58:00,"Shevardnadze Consults with IMF, Calls Late Night Cabinet Meeting",0,
2003-02-25 10:11:00,New Operation in Pankisi to Reinforce the Border,1,
2003-02-25 10:29:00,New Operation in Pankisi to Reinforce the Border,2,
2003-02-25 10:57:00,MPs to Urge for Voters’ New List,0,
2003-02-25 12:51:00,"Azerbaijan, Georgia, Turkey Hold Talks on BTC in US",4,
2003-02-25 13:16:00,CUG Wants Law Enforcers to Probe Political Parties,0,
2003-02-25 14:51:00,Georgia to Pay Partial U.N. Debt to Avoid Losing Vote,0,
2003-02-25 16:51:00,Tbilisi Protest Against Death Penalty in Breakaway Abkhazia,2,
2003-02-25 18:11:00,"Georgian, EU MPs Discussed Abkhaz, Election Issues",1,
2003-02-26 10:16:00,"Azeri, Georgian, Russian Border Guards Hold Joint Maneuvers",1,
2003-02-26 10:52:00,South Caucasian MPs Meet in Tbilisi,3,
2003-02-26 10:57:00,Government Pressure Triggers Renewed Civil Activism,0,
2003-02-26 10:59:00,Old-day Celebration Used for Advocacy,6,
2003-02-26 11:01:00,Hepatitis A Epidemics in Akhaltsikhe,4,
2003-02-26 11:36:00,"Northrop Grumman, GIOC Negotiate on BTC Security",0,
2003-02-26 12:06:00,Georgian CSOs Consider Elaborating the Code of Ethics,2,
2003-02-26 12:07:00,A beautiful wall in center of Tbilisi,18,
2003-02-26 12:08:00,Protection of Human Rights in Georgia,1,
2003-02-26 12:08:00,Citizens Advocate! Program Launched,1,
2003-02-26 12:09:00,Civil Activists Discuss Elaboration of the Code of Ethics,0,
2003-02-26 12:10:00,Civil Activists Say the Law Abridges the Right to Assembly,1,
2003-02-26 12:10:00,CSO Wins the Court Case,0,
2003-02-26 12:11:00,Tbilisi Residents unite to tackle Waste Management,3,
2003-02-26 12:12:00,Independent Radio Silenced in Kutaisi,10,
2003-02-26 12:13:00,The Constitutional Court for more Humane Criminal Code,1,
2003-02-26 12:13:00,Security Ministry Threatens Civil Liberties,1,
2003-02-26 12:14:00,Security Ministry Draft Met by CSOs with Indignation,0,
2003-02-26 12:15:00,Security Ministry Draft Met by CSOs with Indignation,1,
2003-02-26 12:57:00,President of US Committee for NATO Visits Georgia,2,
2003-02-26 13:29:00,"Ombudsperson Calls for Fair Elections, Alarmed with Violence",0,
2003-02-26 14:49:00,Russia Accuses Georgia of Delaying Extradition of Alleged Chechen Militants,1,
2003-02-26 16:28:00,"Crime Climbs, Increasing Fears, Lessening Confidence towards the Government",1,
2003-02-26 18:03:00,Shevardnadze Calls to Curb Religious Violence,6,
2003-02-27 10:24:00,"GUAM States Discuss Anti-Terror, Anti-Crime Measures",0,
2003-02-27 11:52:00,Jaba Ioseliani Hospitalized After Stroke,9,
2003-02-27 12:11:00,MPs Waiting for Government’s Plan on Abkhaz Conflict Settlement,0,
2003-02-27 14:39:00,AES-Telasi Intends to Appeal London Court of International Arbitration,17,
2003-02-27 18:16:00,MPs Urge Finance Ministry to Calculate Russia’s Military Debt to Georgia,0,
2003-02-27 20:23:00,Sokhumi Refuses to Start Talks on Abkhazia’s Status within Georgian State,1,
2003-02-28 11:03:00,Statoil Named as Shah Deniz Operator Company,9,
2003-02-28 11:52:00,"AES, Georgian Government Locked in Battle",19,
2003-02-28 13:05:00,National Security Council Discusses Anti-Crime Operation in Pankisi,1,
2003-02-28 13:27:00,Georgian Airspace Violated Over Kodori,0,
2003-02-28 14:11:00,Parliament Discusses Draft Law on Increase of Minimal Salary,0,
2003-02-28 15:37:00,Russia Reports US Spy Plane Overflight above Georgia,3,
2003-02-28 18:07:00,Plan of Pankisi Anti-Crime Operation Approved,0,
2003-02-28 21:15:00,Parliament Approves Critical Opposition Proposal,0,
2003-03-01 11:40:00,Parliament Postpones Ratification of US-Georgian Military Agreement,0,
2003-03-01 16:05:00,Interior Troops Fired at in Pankisi,0,
2003-03-01 17:00:00,Interior Troops Fired at in Pankisi,0,
2003-03-01 18:22:00,U.S. Welcomes Approval of Shah Deniz Gas Project,1,
2003-03-03 10:50:00,Security Chief Urges MPs to Adopt US-Georgian Military Accord,1,
2003-03-03 12:13:00,Shevardnadze Slams Law on Increase of Minimal Salary,0,
2003-03-03 13:58:00,President Says Failure to Ratify US-Georgian Military Accord Inadmissible,1,
2003-03-03 14:21:00,Shevardnadze does not Expect Success from Meeting with Putin,0,
2003-03-03 15:15:00,New Phase of Pankisi Anti-Crime Operation Launched,1,
2003-03-03 18:18:00,IMF Urges Georgia for Reforms,0,
2003-03-03 20:34:00,US-Georgian Military Agreement Stirs Parliament Controversy,5,
2003-03-04 10:42:00,German Interior Minister Visits Georgia,0,
2003-03-04 11:58:00,Jaba Ioseliani Died After Stroke,52,
2003-03-04 13:52:00,Russian Defense Official Holds Talks in Tbilisi on Military Bases,0,
2003-03-04 15:06:00,IMF Against Increase of Minimal Salary,3,
2003-03-04 17:19:00,PACE Monitoring Committee Briefed on Georgia,1,
2003-03-04 18:36:00,Russian Peacekeepers Prepared Plan of Possible Pull-Out,0,
2003-03-05 10:32:00,Shevardnadze Prepares for Meeting with Putin,0,
2003-03-05 11:53:00,United Democrats Corner President Shevardnadze,0,
2003-03-05 12:14:00,Citizens Demand More Information and Activism from CSOs,0,
2003-03-05 14:29:00,Tbilisi Gas Distribution Company Looks for Private Management,2,
2003-03-05 16:30:00,Death of the Prince,5,
2003-03-05 17:01:00,"Georgian, Russian Experts Discussed Issue of Military Bases",1,
2003-03-05 18:03:00,UN Envoy Briefed MPs on Abkhazia,0,
2003-03-05 18:12:00,Saakashvili Calls Authorities to Curb Crime,0,
2003-03-05 19:09:00,Citizens Demand More Information and Activism from CSOs,0,
2003-03-05 19:29:00,UN Envoy Rejects Peace Enforcement in Abkhazia,0,
2003-03-06 10:12:00,Shevardnadze Meets Putin,3,
2003-03-06 15:05:00,Pro-Presidential Factions Claim Law on Salary Increase Invalid,0,
2003-03-06 15:31:00,Japanese Journalist Tells a Story of Pankisi Hideout,0,
2003-03-06 16:00:00,Japanese Journalist Tells a Story of Pankisi Hideout,5,
2003-03-06 16:51:00,Anti-War Rally in Tbilisi,0,
2003-03-06 18:29:00,Tbilisi Tries to Convince Sokhumi not to Execute Ethnic Georgian Inmate,0,
2003-03-06 19:08:00,Police Chiefs Vow to Curb Crime,1,
2003-03-07 10:23:00,"Shevardnadze, Putin Held Preliminary Talks",1,
2003-03-07 10:41:00,"US Drawn in as Russia, Georgia Debate Abkhazia",0,
2003-03-07 11:51:00,"CUG, Socialist Party Form Election Alliance",0,
2003-03-07 13:29:00,Georgia to Probe Vessels en Route to Abkhazia,0,
2003-03-07 15:36:00,"Russian, Georgian Presidents, Abkhaz de facto Prime-Minister Hold Talks",2,
