date-time,headline,views,tags
2006-02-09 18:37:00,Kokoity: Tbilisi Wants Tensions in S.Ossetia to Overshadow Internal Problems,1,
2006-02-09 19:58:00,U.S. Reaction to Peacekeepers a Surprise for Tbilisi,2,
2006-02-09 19:41:00,Senior MP Comments on U.S. Position over Peacekeepers,1,
2006-02-09 20:37:00,New Chairman of the CEC Nominated,3,
2006-02-09 22:13:00,MIA in Internal Row over ‘Bribery’ Case,1,
2006-02-10 11:32:00,Russian Ambassador to UN Comments on Peacekeepers,1,
2006-02-10 11:41:00,Russian MFA: Detention of Russian Officers is Provocation,1,
2006-02-04 14:40:00,Ivanov Comments on Georgia Quitting CIS Defense Council,2,
2006-02-04 15:22:00,Russian Defense Minister Comments on Peacekeepers,1,
2006-02-04 15:06:00,"Georgian President, U.S. Defense Secretary Meet in Germany",1,
2006-02-04 18:56:00,"Saakashvili Meets NATO Secretary General, German Chancellor",1,
2006-02-04 21:45:00,Saakashvili Stresses Energy Security at Munich Conference,4,
2006-02-04 22:58:00,Defense Minister Hopeful about Georgia’s NATO MAP in 2006,1,
2006-02-05 15:01:00,Moscow Calls for Cooperation on Control of Anti-Aircraft Arms,1,
2006-02-05 19:09:00,S.Ossetia: Mapping Out Scenarios,6,
2006-02-05 21:23:00,Ivanov Comments on Russo-Georgian Ties,1,
2006-02-05 21:33:00,Defense Minister Okruashvili Talks Tough about Secessionist Leaders,2,
2006-02-05 21:25:00,Turkey Aims at Boosting Trade with Georgia,1,
2006-02-06 10:58:00,Earthquake Hits Western Georgia,2,
2006-01-30 11:48:00,Ex-Foreign Minister Zourabichvili Launches Political Party,9,Salome Zurabishvili
2006-01-30 16:49:00,"Saakashvili, Rice Discuss Georgia Energy Security",1,
2006-01-30 13:09:00,Official: Five Days Needed to Restore Gas Supplies to Tbilisi,2,
2006-01-30 16:19:00,"Inmate, Policeman Injured in Prison Riot",1,
2006-01-30 18:40:00,PM: Georgia has a ‘Well-Established’ Emergency Gas Alternative,1,
2006-01-30 17:48:00,Iranian Gas Flows to Georgia,5,
2006-01-30 18:46:00,"Zourabichvili Returns from Europe, Gears up for Local Elections",6,Salome Zurabishvili
2006-01-30 17:16:00,Iranian Gas Starts Flowing to Georgia,1,
2006-01-30 18:44:00,Ukrainian Security Council Chief to Visit Georgia,1,
2006-01-25 23:31:00,"Gas Supply Reduced from Azerbaijan, as Pipe Restoration Delayed in Russia",2,
2006-01-30 22:25:00,Saakashvili Addresses Nation at End of Energy Crisis,4,
2006-01-31 13:02:00,Putin: Kosovo Solution should be Applicable to Other Conflicts,1,
2006-01-31 15:08:00,Putin Comments on Russian-Georgian Relations,4,
2006-01-30 19:37:00,Sokhumi Warns of Armed Conflict if Peacekeepers Pullout,1,
2006-01-31 15:37:00,Foreign Minister Outlines Georgia’s Priorities for 2006,1,
2006-01-24 21:12:00,Saakashvili: We Can Contribute to Europe’s Energy Security,2,
2006-01-24 21:57:00,Tbilisi Calls on Russia to Promptly Respond to Crisis,1,
2006-01-24 21:37:00,Saakashvili Speaks of Sweden’s Role in CDC,1,
2006-01-24 22:44:00,"Tbilisi, Sokhumi Agree to Coordinate Anti-Crime Measures",1,
2006-01-25 11:53:00,Paper: Armenia Refuses to Sell its Gas Pipe to Russia,1,
2006-01-24 23:05:00,North Ossetian Leader: Gas Pipe will Be Restored in Two Days,1,
2006-01-25 12:50:00,PACE Passes Resolution on Georgia,2,
2006-01-25 13:05:00,"Snow, Ice Cause Chaos on Tbilisi Roads",1,
2006-01-25 13:55:00,"Iranian, Georgian Foreign Ministers Discuss Gas Crisis",1,
2006-01-25 13:24:00,Saakashvili Visits Davos Economic Forum,2,
2006-01-25 14:11:00,Georgia will not Pull Out from CIS,3,
2006-01-20 11:55:00,Bagapsh Calls for a Lift of Economic Sanctions on Abkhazia,1,
2006-01-20 12:35:00,Tskhinvali Denies Accusations over Arms Delivery,1,
2006-01-20 14:35:00,North Ossetia Offers to Hold JCC Session in Vladikavkaz,1,
2006-01-20 13:00:00,KLM Dutch Airlines Leaves Georgia,1,
2006-01-20 14:55:00,"HRW: Despite Positive Steps, Torture Continues in Georgia",3,
2006-01-20 16:08:00,Kazakh Investors Launch Privatization of Hotels in Adjara,1,
2006-01-20 16:30:00,"Georgian, Austrian Foreign Ministers Meet in Vienna",1,
2006-01-20 17:11:00,"Leading MPs Slam Peacekeepers, JCC for ?Inefficiency?",2,
2006-01-21 13:25:00,Georgian-Abkhaz Talks Postponed,1,
2006-01-21 15:30:00,Moscow Comments on Incident at Gonio Training Ground,1,
2006-01-22 12:07:00,Pipeline Blast in Russia Cuts Gas to Georgia,13,
2006-01-22 13:35:00,Russia Qualifies Pipeline Explosion as ‘Deliberate Act’,1,
2006-01-22 14:18:00,Saakashvili Says ‘Blackmailer’ Russia Sabotages Georgia,5,
2006-01-13 12:26:00,PACE Draft Resolution “Encouraging” for Georgian Authorities,1,
2006-01-13 15:30:00,Controversial Journalist on Trial,4,
2006-01-13 13:10:00,Armenian Community in Abkhazia Concerned over ‘Anti-Armenian’ Trends,1,
2006-01-13 13:58:00,GYLA Chairperson: Authorities ‘Attack’ Civil Society Sector,3,
2006-01-13 15:53:00,PM: Security Guaranteed to S.Ossetian Negotiators in Tbilisi,1,
2006-01-13 16:01:00,Georgian PM Comments on Possible Privatization of Gas Pipes,2,
2006-01-13 19:47:00,One Killed in Abkhaz Conflict Zone,1,
2006-01-13 17:02:00,Saakashvili Boasts about Georgian Ski Resorts,4,
2006-01-13 18:56:00,Russian Diplomat Speaks of Upcoming JCC Session,2,
2006-01-14 13:03:00,Civil Groups Call on Officials for Restraint over GYLA,2,
2006-01-14 17:49:00,S.Ossetia Calls on Tbilisi to Stop ‘Information War’,1,
2006-01-14 16:34:00,PM: Privatization of Energy Facilities Top Priority,1,
2006-01-15 12:51:00,Saakashvili Hails Bird Flu Preventive Measures,1,
2006-01-03 17:57:00,Sides Note Positive Momentum in S.Ossetia Talks Despite Disagreements,1,
2006-01-03 13:15:00,Russian Diplomat Comments on Russo-Georgian Framework Agreement,2,
2006-01-03 17:48:00,Georgian Official: No Need to Speed up Signing of Framework Agreement,1,
2006-01-03 15:47:00,Tbilisi Calls for JCC Session,2,
2006-01-04 13:44:00,Economic Freedom Index Ranks Georgia as ‘Mostly Free’,1,
2006-01-04 21:18:00,Rustavi 2 Broadcaster Buys into Mze TV,8,
2006-01-05 12:42:00,Defense Minister Speaks Out Against Russian Peacekeepers,2,
2006-01-05 11:52:00,Vatican Nuncio Visits Abkhazia,4,
2006-01-05 16:30:00,South Ossetian Chief Negotiator Appointed as Deputy PM,2,
2006-01-05 22:43:00,"U.S. Donates USD 450,000 Aid to State Guard Service",1,
2006-01-05 21:10:00,In Search of a Gas Price,2,
2006-01-06 12:31:00,Georgia Formally Increases Number of Troops,1,
2006-01-06 17:59:00,"S.Ossetia Rejects JCC Session in Tbilisi, Citing Security Concerns",3,
2005-12-22 10:57:00,Ombudsman Faces Tough Parliamentary Hearing,2,
2005-12-22 11:39:00,"Foreign, Energy Ministers Visit Baku",3,
2005-12-22 14:28:00,"Tbilisi, Moscow at Odds over Soldiers’ Visa Row",1,
2005-12-22 14:29:00,EU Grants Preferences to Georgia,1,
2005-12-22 14:31:00,Media Speculates on Possible Cabinet Reshuffle,1,
2005-12-22 17:39:00,Georgian Foreign Minister Discusses Border Delimitation in Baku,1,
2005-12-22 14:38:00,PM: Selling of Gas Pipelines not on Agenda,4,
2005-12-22 14:45:00,PM Comments on Relocation of Military Hospital to Gori,1,
2005-12-22 18:37:00,Separatist Leaders Meet in Moscow,1,
2005-12-22 22:10:00,"New Justice Minister, Prison System Chief Appointed",2,
2005-12-22 21:03:00,"Survey: Saakashvili, National Movement Unchallenged",5,Salome Zurabishvili
2005-12-22 21:16:00,Justice Minister Sacked,1,
2005-12-14 14:05:00,17 Ethnic Georgians Detained in Gali District,3,
2005-12-14 15:25:00,NATO Envoy Speaks of Georgia,1,
2005-12-14 15:40:00,Alasania: Georgian President Ready to Meet Bagapsh,2,
2005-12-14 14:37:00,Moscow Hails Kokoity’s Peace Proposals,2,
2005-12-14 16:30:00,OSCE Envoy Discusses Kokoity’s Peace Plan in Tskhinvali,1,
2005-12-15 10:22:00,Tbilisi Hosts BLACKSEAFOR Meeting,3,
2005-12-14 18:38:00,Kokoity Seeks Talks with Saakashvili,1,
2005-12-15 10:52:00,MFA Demands Explanations from Russian Envoy,1,
2005-12-15 11:05:00,Georgian Foreign Minister to Visit U.S.,1,
2005-12-15 11:23:00,Chief of Staff Visits Brussels,1,
2005-12-15 13:00:00,PACE Monitoring Committee to Discuss Georgia,2,
2005-12-15 15:23:00,NATO Envoy Speaks of Russian Bases in Georgia,1,
2005-12-15 15:00:00,Georgian State Minister to Visit Tskhinvali,1,
2005-12-15 16:10:00,Tskhinvali Hands over Corpses of Four Men,3,
2005-12-06 18:21:00,Dozens of Chechen Refugees Repatriated,3,
2005-12-06 21:53:00,"‘Dozen’ of Civilians Released, but Four Still Detained in S.Ossetia",2,
2005-12-06 18:45:00,Judges Quit Supreme Court Amid Alleged Pressure from Authorities,1,
2005-12-06 20:57:00,Lavrov Comments on Conflicts at OSCE Ministerial council,1,
2005-12-06 22:47:00,OSCE Ministerial Statement on Georgia Focuses on S.Ossetia,1,
2005-12-06 22:12:00,OSCE Ministerial Council Adopts Statement on Georgia,1,
2005-12-07 11:00:00,OSCE Chairman-in-Office Concerned over S.Ossetia,1,
2005-12-07 11:50:00,CoE Secretary General Speaks of Conflicts in South Caucasus,1,
2005-12-07 13:16:00,Opposition Slams 2006 Draft Budget,3,
2005-12-07 15:35:00,"Pensioners Rally, as MPs Launch Discussions on Pension System",3,
2005-12-07 13:28:00,Estonian Parliamentary Chairperson Visits Georgia,1,
2005-12-07 14:23:00,Georgians Released in S.Ossetia,1,
2005-12-07 18:18:00,"S.Ossetian Official: Tskhinvali, Tbilisi Exchange Detainees",1,
2005-12-07 17:35:00,PM Nogaideli Hails OSCE Ministerial Statement on Georgia,1,
2005-11-29 17:06:00,Abkhaz Leader Visits Moscow,1,
2005-11-29 14:13:00,Russia Says ‘No’ to Transit of Kazakh Gas to Georgia,0,
2005-11-29 23:38:00,"Georgian PM, EU Foreign Policy Chief Meet in Brussels",1,
2005-11-29 18:30:00,Tbilisi Court Sentences Ossetian to 23-Year Imprisonment,14,
2005-11-29 23:57:00,Georgia Unveils Military Strategy,1,
2005-11-30 11:00:00,Georgia Rotates Troops in Iraq,1,
2005-11-30 12:15:00,South Ossetia Plans to Reshuffle Cabinet,2,
2005-11-30 13:15:00,CIS Prolongs Chief Peacekeeper’s Authorities in Abkhazia,1,
2005-11-30 14:15:00,"Energy Minister Comments on Gas Price, Relations with Gazprom",2,
2005-11-30 16:17:00,Investment Guide Website Launched,1,
2005-11-30 20:31:00,Saakashvili Visits Ukraine for Democratic Forum,1,
2005-11-30 18:13:00,Georgia Hurries to Finalize ENP Action Plan Talks with EU,1,
2005-11-30 18:06:00,Opposition Proposes Draft Law on Lustration,1,
2005-12-01 11:00:00,"Russian MFA Rejects Accusations Against Peacekeepers, S.Ossetian Leaders",1,
2005-12-01 13:24:00,Moscow Slams Georgia for Listing Russian Troops as Threat,1,
2005-11-20 23:29:00,Saakashvili Justifies Attack on Russian Journalists Citing ‘Sense of National Pride’,2,
2005-11-21 12:26:00,Bush Grenade Suspect Goes on Trial,1,
2005-11-21 16:28:00,Georgia Seeks Russia’s Consent on Transit of Kazakh Gas,1,
2005-11-21 16:53:00,S.Ossetia Denies Tbilisi Behind High-Profile Tskhinvali Jailbreak,1,
2005-11-22 10:59:00,High-Profile Forum Discusses Post-Revolution Developments,1,
2005-11-21 20:43:00,Opposition Rejects ‘National Consensus’ Document,1,
2005-11-21 20:03:00,UN Envoy Meets Abkhaz Officials,1,
2005-11-22 12:49:00,Energy Minister Visits Moscow,1,
2005-11-22 12:17:00,Georgia Considers Withdrawing from CIS,2,
2005-11-22 16:45:00,High-Profile Forum Hails Rose Revolution,1,
2005-11-22 18:06:00,PM Nogaideli Speak of South Ossetia at Tbilisi Forum,2,
2005-11-11 10:25:00,Georgian PM Visits Ukraine,1,
2005-11-10 18:26:00,Sokhumi Warns Against Restarting Georgian Guerrilla Groups,2,
2005-11-11 13:35:00,Bagapsh Confirms Drive to Establish Control in Gali District,1,
2005-11-11 12:30:00,Parliament Approves New Vice-Speaker,1,
2005-11-11 10:50:00,CoE Delegation Visits Georgia,1,
2005-11-11 13:44:00,Bagapsh: Abkhazia to Privatize Displaced Georgians’ Apartments,0,
2005-11-11 16:56:00,Lavrov: West Must Recognize Russian Interests in former Soviet Space,1,
2005-11-11 20:53:00,"Saakashvili Warns S.Ossetian Militiamen, Vows to Protect Georgian Villages",1,
2005-11-12 15:33:00,Ukrainian PM Comments on ‘Faulty’ APC Purchase Deal with Georgia,0,
2005-11-13 21:32:00,Demonstrators Protest Against Police ‘High-Handed Tactics’,4,Salome Zurabishvili
2005-11-14 10:50:00,Chief of Staff Visits Brussels,3,
2005-11-14 15:20:00,Saakashvili Seeks for Better Relations with Russia,1,
2005-11-14 12:12:00,State Minister Visits Slovenia,3,
2005-11-14 19:34:00,One Dies in Gali Shooting,2,
2005-11-14 20:07:00,Saakashvili Vows to Improve Business Climate,1,
2005-11-01 13:22:00,Russian Diplomat Skeptical over Tbilisi’s South Ossetian Action Plan,1,
2005-11-01 12:43:00,Lavrov Speaks of Tbilisi’s Proposal on UN-led Operations in Abkhazia,2,
2005-11-01 17:34:00,London-Based Stanton Equities Corp Wins Mining Company,6,
2005-11-01 15:06:00,Sokhumi Against Tbilisi’s Participation in Abkhaz Rehabilitation Projects,0,
2005-11-01 20:37:00,Reports: New Ministry to Coordinate Regional Policy,1,
2005-11-01 21:59:00,PM Nogaideli Speaks of South Ossetia,1,
2005-11-01 20:23:00,Ex-Foreign Minister Launches Public Movement,5,Salome Zurabishvili
2005-11-02 11:58:00,Government to Consider Setting up New Ministry,1,
2005-11-02 13:18:00,"Saakashvili Slams Cabinet, Calls for Red Tape ‘Revolution’",5,
2005-11-02 13:46:00,Tbilisi Condemns Law on Abkhaz Citizenship,1,
2005-11-02 15:41:00,Russia Stops Issuing Pensions for Non-Russian Citizens in Abkhazia,1,
2005-11-02 15:57:00,Georgian Foreign Minister Names New Deputies,3,
2005-11-02 20:34:00,President Criticizes Cabinet,1,
2005-11-02 16:46:00,Abkhazia Sets 2006 Budgetary Targets,1,
2005-11-02 19:48:00,MFA to Closely Watch Human Rights in Breakaway Regions,1,
2005-10-22 13:10:00,France ‘Applauds’ Zourabichvili’s Work as Foreign Minister,5,Salome Zurabishvili
2005-10-22 13:05:00,IMF Mission Visits Georgia,1,
2005-10-22 14:14:00,Watchdog Says Georgia Falls Back in Media Freedom Index,1,
2005-10-22 17:21:00,Zourabichvili Plans to Set up Public Movement,6,Salome Zurabishvili
2005-10-22 15:43:00,Moscow Condemns Arrest of Russian Officer by Georgia,1,
2005-10-23 17:25:00,Russian Officer Released,1,
2005-10-23 20:38:00,"Tbilisi, Tskhinvali Resume Talks",1,
2005-10-24 10:50:00,NATO Envoy Visits Georgia,1,
2005-10-24 13:44:00,New Opposition Parliamentary Faction Set Up,4,
2005-10-24 16:01:00,Burjanadze Comments on Setting up of New Opposition Faction,4,
2005-10-24 18:20:00,Foreign Minister: Georgia will Intensify Reforms to Join NATO,2,
2005-10-24 17:43:00,OSCE Proposes High-Level Talks over South Ossetia,2,
2005-10-17 11:27:00,"Abkhaz, Georgian, Russian Experts Assess Abkhaz Railway",2,
2005-10-17 13:12:00,MP Speaks of Opposition Union,1,
2005-10-17 13:36:00,South Ossetia Reports Tskhinvali Shelling,1,
2005-10-17 16:57:00,Court Orders CEC to Reconsider Opposition’s Referendum Bid,1,
2005-10-17 15:26:00,"MPs, Foreign Ministry Exchange Criticism",4,Salome Zurabishvili
2005-10-17 19:25:00,Georgia Denies Reports over Tskhinvali Shelling,2,
2005-10-17 19:17:00,"Russia, OSCE Support JCC Format for South Ossetia",1,
2005-10-17 21:22:00,Government Sets 2006 Budgetary Targets,1,
2005-10-18 15:44:00,"State Minister Meets OSCE, U.S. Envoys",1,
2005-10-18 10:55:00,South Ossetian Leader Warns of Provocations,1,
2005-10-18 10:25:00,OSCE Chairman-in-Office Meets S.Ossetian Leader in Moscow,1,
2005-10-18 13:46:00,"Zourabichvili Faces Parliamentary Hearing, Amid Tensions",3,Salome Zurabishvili
2005-10-18 16:43:00,Georgian Banks Step Up,3,
2005-10-10 12:42:00,Alasania Meets with Abkhaz Officials in Sochi,1,
2005-10-10 13:40:00,"Bagapsh Speaks of Abkhazia’s Economy, Demographic Situation",1,
2005-10-10 16:00:00,Georgian-Russian Relations Hit New Low,5,
2005-10-10 14:09:00,Khaindrava Tours CIS Countries over Meskhetians’ Repatriation,1,
2005-10-10 15:31:00,Soldiers Go AWOL in Eastern Georgia,1,
2005-10-10 18:55:00,Saakashvili: Judiciary System in Crisis,2,
2005-10-10 19:13:00,Abkhaz Railway Assessment Postponed,1,
2005-10-11 10:18:00,Flood Prompts Government to Launch Rehabilitation Projects,1,
2005-10-11 10:30:00,Annan: UN Continues Efforts over Abkhaz Settlement,1,
2005-10-11 12:43:00,Georgia Develops New Customs Code,2,
2005-10-11 12:11:00,Parliament Discusses a Draft Resolution on Peacekeepers,2,
2005-10-11 12:27:00,Court Refuses to Ban President from Campaigning for Party,1,
2005-10-11 13:15:00,"Foreign Minister Visits UK, Ireland",3,Salome Zurabishvili
2005-10-11 17:40:00,Parliament Approves Resolution on Russian Peacekeepers,2,
2005-10-11 13:25:00,Resolution of the Parliament of Georgia Regarding the Current Situation in the Conflict Regions On the Territory of Georgia and Ongoing Peace Operations,4,
2005-10-01 20:36:00,Counting Underway on Georgia’s MP By-Elections,1,
2005-10-01 19:30:00,Highest Voter Turnout Reported in Tkibuli,1,
2005-10-02 15:57:00,Observers Hail Elections as Fair,1,
2005-10-02 17:18:00,Kazakh President Visits Georgia,4,
2005-10-02 14:25:00,Ruling Party Candidates Lead in MP By-Elections,1,
2005-10-02 18:22:00,Saakashvili Comments on MP By-Election Results,1,
2005-10-02 18:39:00,Ruling Party Leads in Polls,2,
2005-10-02 18:44:00,Opposition Leaders Comment on MP By-Election Results,1,
2005-10-03 11:54:00,Border Guard Chiefs from Black Sea Countries Meet in Tbilisi,1,
2005-10-03 10:07:00,Two Injured after Shooting in South Ossetia,1,
2005-10-03 13:03:00,Kazakhstan Eyes Georgia’s Transit Capabilities,2,
2005-09-29 12:42:00,Georgia Says No to JCC Format in South Ossetia,1,
2005-09-23 16:49:00,Bank Austria Creditanstalt Buys into Bank of Georgia,1,
2005-09-23 18:29:00,Moscow Delivers Aid to Abkhazia,2,
2005-09-23 19:32:00,President Convenes Security Council over South Ossetia,2,
2005-09-23 20:41:00,Georgia Sets up Council to Coordinate South Ossetian Policy,1,
2005-09-24 11:41:00,"Russian Deputy Foreign Minister, UN Envoy Discuss Abkhazia",1,
2005-09-24 14:33:00,"Tskhinvali, Tbilisi Communicate through Russian Mediator",2,
2005-09-24 16:12:00,"MIA Purges Police, Removes Checkpoints in Shida Kartli",1,
2005-09-25 18:35:00,President Says Education Reform to Boost Social Justice,4,
2005-09-25 11:21:00,Saakashvili Comments on Tskhinvali Shelling Investigation,1,
2005-09-26 12:32:00,Analyst Challenges MoD’s Claims on Faulty APCs,3,
2005-09-26 15:43:00,MPs to Pass ‘Tough’ Resolution on Russian Peacekeepers,1,
2005-09-26 18:41:00,MPs Consider Setting Performance Deadline to Russian Peacekeepers,1,
2005-09-26 17:31:00,Groups in Samtskhe-Javakheti Advocate Autonomy,5,
2005-09-26 16:12:00,Tskhinvali Urges U.S. to Warn Tbilisi Against Use of Force,1,
2005-09-16 19:24:00,Opposition Slams Budgetary Amendments,2,
2005-09-26 21:27:00,"S.Ossetian Minister: Tskhinvali Takes Break, Defines Strategy",2,
2005-09-16 19:33:00,Georgia’s Envoy to CoE Appointed,2,
2005-09-17 12:47:00,Opposition Holds Primaries,1,
2005-09-16 19:44:00,Parliament Sets up Commission to Probe into MP’s Business,1,
2005-09-17 15:24:00,Abkhazia Seeks Agreement on Oil Exploitation with Russia,3,
2005-09-17 19:37:00,Opposition Notes High Turnout in Primaries,2,
2005-09-18 14:18:00,Saakashvili Speaks Against ‘Intensive Annexation’ of Abkhazia,1,
2005-09-19 10:55:00,New Rights Lead in Primaries,1,
2005-09-19 10:56:00,Shootout Reported in S.Ossetia,2,
2005-09-19 11:56:00,"South, North Ossetian Leaders Agree on ‘Special Relations’",1,
2005-09-19 15:37:00,Georgian MIA: ‘Russian Officer’ Suspected in Arms Trade Arrested,2,
2005-09-19 15:58:00,Abkhaz Leader Visits S.Ossetia,3,
2005-09-09 19:02:00,"Turkish Company, Georgia at Odds over Tbilisi Airport Deal",16,
2005-09-09 19:48:00,Senior MP Rules Out ‘Political Repressions’ Against Opponents,0,
2005-09-09 21:35:00,Saakashvili Focuses on Development Agenda,2,
2005-09-09 20:51:00,Saakashvili Accuses Russia of Militarizing Breakaway Regions,3,
2005-09-10 11:44:00,Two Civilians Released after Brief Abduction in South Ossetia,2,
2005-09-10 13:48:00,Cato Institute Rates Georgia Well on Economic Freedom,1,
2005-09-10 16:53:00,Georgia Rotates Troops in Iraq,1,
2005-09-10 13:01:00,Multinational PfP Military Exercise Starts in Georgia,3,
2005-09-11 19:14:00,Georgian Leadership Dances to Patriotic Tune,5,
2005-09-10 19:13:00,Saakashvili: Pressure on Media is an Attack on Presidency,2,
2005-09-11 16:26:00,Khaindrava: Georgian PM to Meet with South Ossetian Leader,2,
2005-09-12 11:59:00,Saakashvili Visits U.S.,5,Salome Zurabishvili
2005-09-01 14:50:00,Russia Continues to Relinquish Control of Military Facilities in Georgia,3,
2005-09-02 11:10:00,New Details Emerge in Ramishvili’s Case,6,
2005-09-01 18:27:00,Georgia Seizes Russian Peacekeepers’ ‘Smuggled’ Goods,6,
2005-09-01 18:26:00,Swedish-Ukraine Investment Fund Buys into Bank of Georgia,5,
2005-09-01 18:15:00,Amnesty International Condemns Arrest of Georgians in Belarus,4,
2005-09-01 18:55:00,CIS Chief Executive Offers to Develop New Integration Policy,4,Salome Zurabishvili
2005-09-01 19:05:00,Lawyer Says Testimony Against Ramishvili is “False”,1,
2005-09-02 11:16:00,Moscow Protests Seizing of Russian Peacekeepers’ Goods,1,
2005-09-02 11:52:00,OSCE Assists Georgia in Police Reform,1,
2005-09-02 17:56:00,Georgian Activists Released in Belarus,3,Salome Zurabishvili
2005-09-02 19:53:00,Ramishvili Remanded in Custody,1,
2005-09-02 15:33:00,U.S. Financial Assistance to Georgia Increased in 2005,2,
2005-09-02 19:10:00,Public TV Offers to Air Report Linked to Journalist Detention Scandal,2,
2005-08-24 12:56:00,One Dies in Robbery Attack in Kvemo Kartli Region,1,
2005-09-03 12:18:00,Abkhaz Leader Visits Moscow,2,
2005-08-24 13:29:00,"Igor Giorgadze’s MP candidacy rejected, again",1,
2005-08-24 18:09:00,Two Georgians Arrested in Belarus,5,
2005-08-24 15:35:00,Government Expects GEL 26 mln Budgetary Surplus,1,
2005-08-24 21:27:00,Georgian MIA: Five Ossetians Released After Brief Detention,1,
2005-08-25 11:30:00,Kazakh Bank Opens Branch Office in Tbilisi,3,
2005-08-25 14:41:00,Tbilisi Proposes JCC Session over South Ossetia,1,
2005-08-25 13:27:00,Tbilisi Demands Release of Georgians in Belarus,3,
2005-08-25 12:31:00,"Car Accident Kills Two, Injures Opposition Leader",6,
2005-08-25 16:26:00,Abkhaz PM: We Won’t Trade in Our Freedom,0,
2005-08-25 17:01:00,Russian Commander: Annual Plan of Military Pullout Fulfilled,1,
2005-08-26 09:41:00,CIS Leaders Meet in Kazan,1,
2005-08-26 10:34:00,Deputy Chief Prosecutor Resigns,1,
2005-08-15 17:13:00,Reports: Georgia Returns Seized Cargo to Russian Peacekeepers,4,
2005-08-15 18:19:00,Board Member Competes to Chair Public TV,6,
2005-08-15 18:47:00,Abkhaz Leader Meets Moscow Mayor,1,
2005-08-15 19:39:00,Georgia to Depict Abkhazia Images on New Banknotes,2,
2005-08-16 10:56:00,Georgian Interior Minister Meets Azeri President,1,
2005-08-16 13:56:00,Government Registers Persons for Poverty Relief Program,1,
2005-08-16 11:36:00,"Customs, Financial Police Accused of Illegal Taxation of Importers",1,
2005-08-16 15:26:00,Georgian MFA Comments on Abkhaz Railway Talks,1,
2005-08-16 15:43:00,Moscow Protests Seizure of Russian Peacekeepers’ Cargo,1,
2005-08-16 19:47:00,Lithuania Hails Ukrainian-Georgian Initiative over Democratic Alliance,1,
2005-08-16 16:47:00,Alleged Wrongdoing Sparks Controversy over Financial Police,1,
2005-08-17 11:45:00,Three Shortlisted for Public TV Chairman,1,
2005-08-17 10:40:00,U.S. Approves USD 295.3 mln MCA Assistance for Georgia,1,
2005-08-05 21:52:00,Four Parties to Compete in First Ever Primaries,1,
2005-08-05 17:53:00,S.Ossetian PM Visits North Ossetia,1,
2005-08-06 11:24:00,Paper Speculates on Structural Changes in Government,1,
2005-08-07 17:08:00,Tbilisi Outlines S.Ossetia Policy in Three-Year Action Plan,1,
2005-08-06 14:41:00,Khaindrava denouces South Ossetian-Russian “Information War”,1,
2005-08-07 18:13:00,Saakashvili Denies Having Plans to Use Force in South Ossetia,1,
2005-08-07 18:39:00,South Ossetian Minister Speaks of Georgian Trail in Beslan,1,
2005-08-08 14:48:00,Alasania Comments on Abkhaz Railway,1,
2005-08-08 16:49:00,Abkhaz Security Chief Speaks of Ties with Russia,1,
2005-08-08 17:59:00,Chief of Finnish Border Guard Service Visits Georgia,1,
2005-08-08 18:49:00,Opposition Parties Form Election Commission for Primaries,1,
2005-08-09 10:51:00,Blast Reported in Akhaltsikhe,1,
2005-08-09 11:16:00,Abkhaz Railway Talks Postponed,1,
2005-08-09 12:25:00,New Imereti Governor Appointed,5,
2005-08-09 16:59:00,Authorities Plan to Confiscate Abandoned Houses in Tskhinvali,1,
2005-08-09 13:48:00,Tbilisi Details Reasons of Delay in Abkhaz Railway Talks,5,
2005-07-27 13:17:00,‘Dangerous Substances’ Found in Grenade Suspect’s Home,0,
2005-07-27 13:39:00,Kiev Denies Terrorism Threat Prevented Yushchenko’s Visit,0,
2005-07-27 17:16:00,Tbilisi Plays Down Cooperation of Secessionist Leaders,1,
2005-07-27 14:17:00,"Abkhazia, South Ossetia to Sign Comprehensive Agreement",1,
2005-07-27 18:38:00,CEC Sets Date for MP By-Election,1,
2005-07-28 11:08:00,"Tbilisi Offers Tskhinvali, Moscow to Probe into Gori Blast",1,
2005-07-28 13:39:00,U.S. Deputy Assistant Secretary Visits Georgia,4,Salome Zurabishvili
2005-07-28 12:23:00,S.Ossetian Defense Chief Speaks of Priorities,0,
2005-07-28 16:27:00,Georgia Detains Russian Military Convoy,1,
2005-07-28 17:45:00,Russian Military Convoy Released after Resolving ‘Misunderstanding’,0,
2005-07-28 18:10:00,Labor Party Leader: Bush Grenade Incident “Staged”,2,
2005-07-28 19:12:00,Ivanov: Claims on Russian Trail in Terrorism “Depressingly Stupid”,1,
2005-07-28 19:17:00,Khaindrava: Beslan not an Issue for Political Wrangling,2,
2005-07-20 22:14:00,One Dies in Hunt for Bush Grenade Suspect,1,
2005-07-20 19:51:00,Tbilisi Treads Cautiously in Abkhaz Railway Talks,0,
2005-07-20 16:49:00,Opposition to Re-Sumbit Referendum Question to CEC,1,
2005-07-21 00:35:00,‘Alleged Suspect’ in Bush Grenade Incident Arrested,1,
2005-07-20 23:34:00,Reports: Bush Grenade Suspect Arrested,2,
2005-07-21 12:45:00,Suspected Bush Bomber in Hospital with Light Wounds,3,
2005-07-21 11:13:00,Georgian Press on Arrest of Bush Grenade Suspect,1,
